name;first_name;age;nation;league;team;goals_selection;selections_nation;position;price;end_contract;goal_champ;assist_champ;own_goal_champ;sub_on_champ;sub_out_champ;yellow_card_champ;second_yellow_card_champ;red_card_champ;penalty_goal_champ;goal_cup;assist_cup;own_goal_cup;sub_on_cup;sub_out_cup;yellow_card_cup;second_yellow_card_cup;red_card_cup;penalty_goal_cup;goal_continent;assist_continent;own_goal_continent;sub_on_continent;sub_out_continent;yellow_card_continent;second_yellow_card_continent;red_card_continent;penalty_goal_continent
Jesé;;25;Spain;LaLiga;RealBetis;2;5;LeftWinger;5000000;1;40;27;0;67;34;13;0;1;5;5;2;0;7;3;2;0;0;0;1;1;0;16;5;0;0;0;0
Malen;Donyell;20;Netherlands;Eredivisie;PSVEindhoven;0;5;LeftWinger;5000000;2;34;13;0;38;23;4;0;0;2;2;0;0;4;1;0;0;0;0;0;3;0;9;2;1;0;0;0
DiFrancesco;Federico;24;Italy;SerieA;Sassuolo;3;6;LeftWinger;5000000;5;24;18;1;50;75;32;2;4;0;1;2;0;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0
Berenguer;Álex;23;Spain;SerieA;Torino;0;0;LeftWinger;5000000;4;6;17;0;57;28;15;0;2;0;2;2;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Younes;Amin;25;Germany;SerieA;SSCNapoli;2;5;LeftWinger;5000000;5;33;30;0;54;98;5;1;0;0;0;0;0;3;0;1;0;0;0;4;5;0;5;9;3;0;0;0
Keno;;29;Brazil;PremierLeague;PyramidsFC;0;0;LeftWinger;5000000;;29;27;0;28;43;12;0;0;1;2;2;0;0;1;0;0;0;0;3;1;0;6;5;2;0;0;0
Aquino;Javier;28;Mexico;LigaMXClausura;TigresUANL;0;54;LeftWinger;5000000;;33;52;0;74;79;32;2;3;0;1;0;0;1;2;0;0;0;0;0;6;0;6;9;3;0;0;0
Gallardo;Jesús;24;Mexico;LigaMXClausura;Monterrey;0;32;LeftWinger;5000000;5;19;11;1;24;25;7;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0
Acosta;Lautaro;30;Argentina;PrimeraDivisión;Lanús;0;2;LeftWinger;5000000;4;34;29;0;54;70;40;3;0;1;9;12;0;8;17;9;0;0;0;3;4;0;16;11;3;1;0;0
Amrabat;Nordin;31;Morocco;ProfessionalLeague;Al0Nassr;4;50;LeftWinger;5000000;3;41;61;0;91;106;57;2;2;5;6;3;0;11;11;6;1;0;0;1;4;0;13;7;6;0;0;0
Sessegnon;Ryan;18;England;PremierLeague;Fulham;0;7;LeftMidfield;35000000;2;23;17;0;16;12;2;0;0;0;2;1;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Schulz;Nico;25;Germany;Bundesliga;TSGHoffenheim;1;4;LeftMidfield;20000000;3;16;32;1;65;42;36;1;1;4;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;0;0;0
Laxalt;Diego;25;Uruguay;SerieA;ACMilan;0;15;LeftMidfield;16000000;4;10;12;0;35;28;16;0;0;0;2;1;0;2;0;1;0;0;0;0;0;0;1;1;0;0;0;0
Kenedy;;22;Brazil;PremierLeague;Newcastle;0;2;LeftMidfield;10000000;1;6;8;0;40;23;4;0;0;0;2;4;0;4;4;0;0;0;0;0;0;0;1;0;0;0;0;0
Zuber;Steven;27;Switzerland;Bundesliga;VfBStuttgart;5;21;LeftMidfield;10000000;1;55;35;1;74;100;26;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;5;7;0;0;0;0
Schlupp;Jeffrey;26;Ghana;PremierLeague;CrystalPalace;1;16;LeftMidfield;9000000;3;23;11;1;73;44;16;0;0;0;5;5;0;7;8;1;0;0;0;0;0;0;1;2;0;0;0;0
Brady;Robbie;27;Ireland;PremierLeague;Burnley;7;41;LeftMidfield;8000000;2;21;31;0;55;63;26;0;4;5;4;4;0;4;4;2;0;0;0;2;0;0;0;1;0;0;0;1
Shatov;Oleg;28;Russia;PremierLiga;ZenitS0Pb;2;28;LeftMidfield;7500000;2;46;48;0;82;122;30;0;2;0;0;0;0;0;0;0;0;0;0;4;6;0;12;17;5;0;0;0
March;Solly;24;England;PremierLeague;Brighton;1;3;LeftMidfield;7000000;4;11;17;0;60;42;10;0;0;0;1;1;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Limbombe;Anthony;24;Belgium;Ligue1;FCNantes;0;1;LeftMidfield;6500000;5;31;37;0;77;54;17;1;0;0;6;3;0;11;5;1;0;0;0;1;1;0;10;3;2;0;0;0
Bouanga;Denis;24;Gabon;Ligue1;NîmesOlympique;3;11;LeftMidfield;6000000;3;35;15;0;15;31;11;0;1;4;5;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Thommy;Erik;24;Germany;Bundesliga;VfBStuttgart;0;0;LeftMidfield;5000000;4;44;23;0;38;71;11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sidcley;;25;Brazil;PremierLiga;DynamoKyiv;0;0;LeftMidfield;5000000;5;9;7;0;24;14;13;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;2;1;0;0;0
Lulic;Senad;33;Bosnia0Herzegovina;SerieA;Lazio;4;57;LeftMidfield;5000000;2;60;62;1;40;119;94;5;2;1;3;1;0;4;4;6;0;0;0;4;5;0;18;14;8;0;0;0
Busquets;Sergio;30;Spain;LaLiga;FCBarcelona;2;111;DefensiveMidfield;75000000;5;8;27;0;40;67;86;1;0;0;1;1;0;10;11;19;0;0;0;4;6;1;6;17;15;0;1;0
Casemiro;;26;Brazil;LaLiga;RealMadrid;0;30;DefensiveMidfield;70000000;3;22;16;1;46;64;64;0;0;0;0;4;0;9;4;8;0;0;0;5;3;0;9;8;10;0;0;0
Jorginho;;27;Italy;PremierLeague;Chelsea;1;12;DefensiveMidfield;65000000;5;15;20;0;20;55;40;2;0;8;2;0;0;3;2;4;0;0;1;1;2;0;2;7;3;0;0;1
Torreira;Lucas;22;Uruguay;PremierLeague;Arsenal;0;13;DefensiveMidfield;55000000;5;14;7;0;20;30;30;1;1;0;1;1;0;3;1;2;0;0;0;0;0;0;2;1;0;0;0;0
Xhaka;Granit;26;Switzerland;PremierLeague;Arsenal;10;72;DefensiveMidfield;50000000;5;26;23;0;42;52;71;6;3;2;2;1;0;1;1;6;0;0;0;5;3;0;10;8;9;1;0;0
Rodri;;22;Spain;LaLiga;AtléticoMadrid;0;4;DefensiveMidfield;50000000;5;5;4;0;25;19;20;0;0;0;0;1;0;4;3;0;0;0;0;1;1;0;5;0;2;0;0;0
Neves;Rúben;21;Portugal;PremierLeague;Wolves;0;9;DefensiveMidfield;40000000;5;11;4;0;30;27;28;1;0;1;2;0;0;5;2;1;0;0;0;0;2;0;9;3;1;0;0;0
Dier;Eric;25;England;PremierLeague;Spurs;3;38;DefensiveMidfield;40000000;3;12;10;0;17;19;33;0;0;0;1;2;0;3;4;2;0;1;0;0;2;0;3;5;4;0;0;0
Fabinho;;25;Brazil;PremierLeague;Liverpool;0;6;DefensiveMidfield;40000000;5;28;20;0;18;14;49;0;0;18;4;2;0;4;4;8;0;0;3;2;3;0;5;0;10;0;0;0
Witsel;Axel;30;Belgium;Bundesliga;Bor.Dortmund;9;101;DefensiveMidfield;40000000;4;66;37;1;30;40;50;1;4;11;9;1;0;3;1;5;0;0;1;8;5;0;0;8;15;0;1;1
Thomas;;25;Ghana;LaLiga;AtléticoMadrid;6;18;DefensiveMidfield;40000000;5;20;9;0;38;35;49;4;0;0;2;2;0;3;2;4;0;0;0;1;1;0;14;6;3;0;0;0
Ndidi;Wilfred;22;Nigeria;PremierLeague;Leicester;0;23;DefensiveMidfield;35000000;6;8;7;0;5;10;23;2;0;0;3;2;0;3;3;0;0;0;0;2;0;0;0;0;2;0;0;0
Matic;Nemanja;30;Serbia;PremierLeague;ManUtd;2;46;DefensiveMidfield;35000000;2;18;23;0;32;66;67;2;2;0;3;3;0;7;6;8;0;0;0;4;2;0;6;3;11;0;0;0
Gbamin;Jean0Philippe;23;Coted'Ivoire;Bundesliga;1.FSVMainz05;0;5;DefensiveMidfield;30000000;5;6;5;1;23;16;15;3;2;0;1;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0
Martínez;Javi;30;Spain;Bundesliga;BayernMunich;0;18;DefensiveMidfield;30000000;3;31;13;1;39;53;78;2;3;2;2;0;0;1;8;3;0;0;0;2;2;0;13;10;18;1;0;0
Can;Emre;25;Germany;SerieA;Juventus;1;21;DefensiveMidfield;30000000;4;25;14;1;31;32;60;1;0;1;0;3;0;5;4;7;0;0;0;2;3;0;9;6;8;1;0;0
Bakayoko;Tiemoué;24;France;SerieA;ACMilan;0;1;DefensiveMidfield;30000000;1;6;3;0;29;16;17;3;1;0;1;0;0;6;4;2;0;0;0;2;1;0;2;7;6;0;0;0
Pereira;Danilo;27;Portugal;LigaNOS;FCPorto;1;31;DefensiveMidfield;28000000;4;19;6;1;19;27;35;1;1;0;2;1;0;2;4;6;2;0;0;1;3;0;1;2;7;0;0;0
Nzonzi;Steven;30;France;SerieA;ASRoma;0;14;DefensiveMidfield;28000000;4;19;20;0;32;32;51;2;2;0;2;1;1;3;8;6;0;1;0;1;0;0;2;5;5;1;0;0
Lerma;Jefferson;24;Colombia;PremierLeague;Bournemouth;0;9;DefensiveMidfield;25000000;5;8;8;1;17;20;54;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
ZamboAnguissa;André;23;Cameroon;PremierLeague;Fulham;2;15;DefensiveMidfield;25000000;5;0;1;0;39;13;7;1;0;0;0;0;0;6;2;1;0;0;0;0;1;0;10;1;1;0;0;0
Wanyama;Victor;27;Kenya;PremierLeague;Spurs;7;52;DefensiveMidfield;25000000;3;22;12;0;44;33;56;3;4;0;1;1;0;6;10;7;0;0;0;2;0;0;1;5;7;0;0;0
Paredes;Leandro;24;Argentina;Ligue1;ParisSG;1;9;DefensiveMidfield;25000000;5;19;14;0;40;34;37;2;0;2;0;0;0;5;5;1;1;0;0;2;4;0;4;2;7;0;0;0
Illarramendi;Asier;28;Spain;LaLiga;RealSociedad;1;3;DefensiveMidfield;25000000;5;17;15;1;50;48;83;2;1;0;1;1;0;3;4;7;0;0;0;0;1;0;13;3;4;0;0;0
Carvalho;William;26;Portugal;LaLiga;RealBetis;2;53;DefensiveMidfield;25000000;5;13;16;0;16;29;41;1;0;1;1;2;0;3;5;5;0;0;0;0;2;0;2;4;10;1;0;0
Lobotka;Stanislav;24;Slovakia;LaLiga;CeltadeVigo;2;14;DefensiveMidfield;25000000;5;6;13;0;27;31;21;0;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Ascacíbar;Santiago;21;Argentina;Bundesliga;VfBStuttgart;0;4;DefensiveMidfield;22000000;5;0;1;1;2;12;29;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Weigl;Julian;23;Germany;Bundesliga;Bor.Dortmund;0;5;DefensiveMidfield;22000000;3;7;5;0;28;28;36;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;5;8;0;0;0
Bentaleb;Nabil;24;Algeria;Bundesliga;FCSchalke04;5;35;DefensiveMidfield;20000000;3;20;17;0;24;30;34;1;2;11;1;1;0;1;1;2;0;0;0;3;1;0;9;5;2;0;0;2
Tousart;Lucas;21;France;Ligue1;OlympiqueLyon;0;16;DefensiveMidfield;20000000;5;1;1;0;8;20;13;2;0;0;0;0;0;0;1;1;0;0;0;1;2;1;3;3;3;0;0;0
Samassékou;Diadie;23;Mali;Bundesliga;RBSalzburg;0;9;DefensiveMidfield;20000000;3;2;5;0;15;18;16;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;3;5;0;0;0
Zubeldia;Igor;21;Spain;LaLiga;RealSociedad;0;2;DefensiveMidfield;20000000;6;4;3;0;17;15;22;2;0;0;1;0;0;2;0;2;0;0;0;0;0;0;2;0;0;0;0;0
Schneiderlin;Morgan;29;France;PremierLeague;Everton;0;15;DefensiveMidfield;18000000;3;16;11;0;52;63;58;2;1;0;1;2;0;6;7;8;0;0;0;0;0;0;1;4;2;1;0;0
Mendes;Thiago;26;Brazil;Ligue1;LOSCLille;0;0;DefensiveMidfield;18000000;4;11;13;0;22;42;41;2;0;0;2;0;0;2;1;2;0;0;0;1;1;1;5;3;2;0;0;0
Krychowiak;Grzegorz;29;Poland;PremierLiga;LokoMoscow;3;59;DefensiveMidfield;18000000;1;13;12;2;18;28;60;2;4;4;1;1;0;1;6;5;0;0;0;2;3;0;5;3;7;0;0;0
Zakaria;Denis;22;Switzerland;Bundesliga;Bor.M'gladbach;1;18;DefensiveMidfield;17000000;4;15;8;0;28;37;33;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0
Berge;Sander;20;Norway;JupilerProLeague;KRCGenk;0;12;DefensiveMidfield;17000000;3;1;4;1;18;9;9;0;0;0;0;0;0;3;0;0;0;0;0;2;1;0;2;0;0;0;0;0
Diawara;Amadou;21;Guinea;SerieA;SSCNapoli;0;3;DefensiveMidfield;16000000;3;1;2;0;29;13;19;1;1;0;0;0;0;1;1;3;0;0;0;1;0;0;3;1;2;0;0;1
Dendoncker;Leander;23;Belgium;PremierLeague;Wolves;0;6;DefensiveMidfield;15000000;1;10;4;1;12;7;17;1;2;0;1;0;0;2;1;1;1;0;0;1;1;0;3;2;5;0;0;0
Lemina;Mario;25;Gabon;PremierLeague;Southampton;2;15;DefensiveMidfield;15000000;4;6;3;0;41;32;19;0;1;0;0;0;0;5;4;3;0;0;0;0;0;0;7;1;1;1;0;0
Milivojevic;Luka;27;Serbia;PremierLeague;CrystalPalace;1;30;DefensiveMidfield;15000000;2;39;21;0;32;38;68;3;0;14;4;0;0;5;1;5;0;0;0;0;2;0;2;2;8;0;1;0
Fernandinho;;33;Brazil;PremierLeague;ManCity;2;49;DefensiveMidfield;15000000;2;65;64;0;44;81;97;2;5;10;2;2;0;2;8;6;0;0;0;8;9;0;5;17;19;2;0;1
Bender;Lars;29;Germany;Bundesliga;Bay.Leverkusen;4;19;DefensiveMidfield;15000000;3;27;30;0;48;110;42;1;0;1;0;0;0;0;0;0;0;0;0;1;2;0;6;19;11;0;0;0
Maier;Arne;20;Germany;Bundesliga;HerthaBSC;0;3;DefensiveMidfield;15000000;4;11;26;0;12;27;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
LuizGustavo;;31;Brazil;Ligue1;Marseille;2;40;DefensiveMidfield;15000000;3;24;21;2;26;55;99;7;2;0;2;0;0;1;3;1;0;0;0;2;0;1;10;5;17;0;0;0
Fejsa;Ljubomir;30;Serbia;LigaNOS;Benfica;0;24;DefensiveMidfield;15000000;3;5;5;0;26;48;41;0;0;0;1;0;0;4;3;3;0;0;0;1;0;0;4;9;8;0;0;0
Coquelin;Francis;27;France;LaLiga;Valencia;0;7;DefensiveMidfield;15000000;4;4;4;0;59;56;28;3;0;0;0;2;0;7;11;6;0;0;0;1;0;0;8;12;8;0;0;0
Llorente;Marcos;24;Spain;LaLiga;RealMadrid;0;8;DefensiveMidfield;15000000;3;4;6;0;18;11;16;0;0;0;1;1;0;2;3;2;0;0;0;0;1;0;1;1;3;0;0;0
Cork;Jack;29;England;PremierLeague;Burnley;0;1;DefensiveMidfield;15000000;3;15;19;3;47;53;51;0;1;0;3;4;0;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0
Walace;;23;Brazil;Bundesliga;Hannover96;0;5;DefensiveMidfield;14000000;4;3;5;0;8;25;31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0
Rudy;Sebastian;28;Germany;Bundesliga;FCSchalke04;1;27;DefensiveMidfield;14000000;4;27;48;0;46;80;65;0;1;5;0;0;0;0;0;0;0;0;0;1;1;0;6;3;4;0;0;0
Camacho;Ignacio;28;Spain;Bundesliga;VfLWolfsburg;0;1;DefensiveMidfield;13000000;3;19;10;1;34;24;76;2;0;0;3;0;0;4;5;3;0;1;0;0;0;0;10;2;0;0;0;0
Demme;Diego;27;Germany;Bundesliga;RBLeipzig;0;1;DefensiveMidfield;13000000;3;5;20;0;35;70;60;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;4;3;2;0;0;0
Fernando;;26;Brazil;PremierLiga;SpartakMoscow;0;8;DefensiveMidfield;13000000;3;18;12;0;30;50;58;2;0;0;0;0;0;0;2;2;0;0;0;2;1;0;4;11;9;0;0;0
Meïté;Soualiho;24;France;SerieA;Torino;1;1;DefensiveMidfield;13000000;5;5;5;0;40;19;16;0;3;0;2;0;0;2;5;2;0;0;0;0;0;0;1;1;0;0;0;0
Badelj;Milan;29;Croatia;SerieA;Lazio;2;44;DefensiveMidfield;13000000;4;37;34;3;28;92;55;2;0;1;0;1;0;0;3;4;0;0;0;1;5;0;7;9;11;0;0;0
Romeu;Oriol;27;Spain;PremierLeague;Southampton;0;5;DefensiveMidfield;12000000;3;4;0;0;35;36;54;0;0;0;2;1;0;7;2;5;0;0;1;0;0;0;2;2;3;0;0;0
Kramer;Christoph;27;Germany;Bundesliga;Bor.M'gladbach;0;12;DefensiveMidfield;12000000;3;17;18;2;21;59;74;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;8;0;0;0
Barrios;Wilmar;25;Colombia;PremierLiga;ZenitS0Pb;0;17;DefensiveMidfield;12000000;5;3;2;0;16;5;24;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0
Roca;Marc;22;Spain;LaLiga;Espanyol;0;3;DefensiveMidfield;12000000;4;6;2;0;22;19;17;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Josef;;29;Brazil;ProfessionalLeague;Ahli;0;3;DefensiveMidfield;12000000;3;21;20;0;24;49;47;1;1;0;3;2;0;3;5;9;0;0;0;3;1;0;6;5;8;0;0;0
Kouyaté;Cheikhou;29;Senegal;PremierLeague;CrystalPalace;3;55;DefensiveMidfield;10000000;4;21;17;0;21;47;38;0;4;0;3;1;0;4;6;5;0;1;0;0;1;0;4;4;4;1;0;0
Elneny;Mohamed;26;Egypt;PremierLeague;Arsenal;6;69;DefensiveMidfield;10000000;4;10;14;1;49;35;30;0;1;1;1;1;0;2;4;6;0;0;0;4;4;0;14;5;5;0;0;0
Geiger;Dennis;20;Germany;Bundesliga;TSGHoffenheim;0;0;DefensiveMidfield;10000000;4;22;31;0;7;43;36;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;0;0;0
Skhiri;Ellyes;23;Tunisia;Ligue1;Montpellier;0;14;DefensiveMidfield;10000000;2;8;3;1;5;12;13;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Stepanenko;Taras;29;Ukraine;PremierLiga;ShakhtarD.;4;51;DefensiveMidfield;10000000;4;14;16;1;38;45;80;3;0;0;0;0;0;0;0;0;0;0;0;5;3;0;4;5;17;1;0;0
Cáseres;Santiago;21;Argentina;LaLiga;Villarreal;0;0;DefensiveMidfield;10000000;5;0;2;0;5;9;13;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;2;0;0;0
Yokuslu;Okay;24;Turkey;LaLiga;CeltadeVigo;1;20;DefensiveMidfield;10000000;5;19;10;1;84;49;49;2;1;0;4;2;1;5;7;8;1;0;0;0;0;0;0;0;0;0;0;0
Hendrix;Jorrit;23;Netherlands;Eredivisie;PSVEindhoven;0;1;DefensiveMidfield;10000000;3;8;15;0;33;35;18;1;0;0;0;0;0;0;2;1;0;0;0;0;1;0;6;8;2;0;0;0
Biglia;Lucas;33;Argentina;SerieA;ACMilan;1;58;DefensiveMidfield;10000000;2;28;58;0;14;70;76;3;0;12;1;4;0;2;11;4;0;0;0;4;8;0;1;3;7;0;0;1
Leiva;Lucas;32;Brazil;SerieA;Lazio;0;22;DefensiveMidfield;10000000;2;3;19;1;58;63;64;1;0;0;3;3;0;5;6;11;1;0;0;5;8;0;23;7;8;0;0;0
Touré;Abdoulaye;24;France;Ligue1;FCNantes;0;3;DefensiveMidfield;9000000;4;3;4;0;20;6;6;0;1;0;0;0;0;2;4;0;0;1;0;0;0;0;0;0;0;0;0;0
Nakamba;Marvelous;25;Zimbabwe;JupilerProLeague;ClubBrugge;0;12;DefensiveMidfield;9000000;3;3;5;0;14;23;20;2;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0
Iborra;Vicente;31;Spain;LaLiga;Villarreal;0;0;DefensiveMidfield;9000000;5;37;9;2;69;88;90;6;1;1;5;5;0;3;9;12;0;1;2;6;4;0;17;10;8;0;0;0
Capoue;Étienne;30;France;PremierLeague;Watford;1;7;DefensiveMidfield;8000000;4;23;14;0;22;43;69;2;1;1;4;1;0;5;6;5;0;0;0;0;2;0;2;1;2;0;0;0
Mendy;Nampalys;26;France;PremierLeague;Leicester;0;5;DefensiveMidfield;8000000;2;1;4;0;18;29;30;0;2;0;0;0;0;2;3;2;0;0;0;0;1;0;1;1;2;0;0;0
Mascarell;Omar;25;Spain;Bundesliga;FCSchalke04;0;0;DefensiveMidfield;8000000;4;8;8;0;27;22;45;1;0;5;0;0;0;1;4;3;0;0;0;0;0;0;0;1;2;0;0;0
Selnaes;Ole;24;Norway;Ligue1;Saint0Étienne;2;23;DefensiveMidfield;8000000;2;6;23;0;38;36;38;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;4;1;0;0;0
M'Vila;Yann;28;France;Ligue1;Saint0Étienne;1;22;DefensiveMidfield;8000000;4;6;17;0;16;27;29;0;3;1;1;2;0;3;1;3;0;0;0;1;1;0;3;2;3;1;0;1
Danilo;;22;Brazil;Ligue1;OGCNice;1;8;DefensiveMidfield;8000000;3;6;7;0;29;18;18;1;0;0;1;2;0;3;5;6;0;0;0;0;1;0;3;3;2;0;0;0
Merino;Mikel;22;Spain;LaLiga;RealSociedad;3;12;DefensiveMidfield;8000000;5;11;8;0;31;26;30;1;2;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Locatelli;Manuel;21;Italy;SerieA;Sassuolo;0;15;DefensiveMidfield;8000000;5;8;5;0;31;17;24;0;0;2;1;0;0;1;4;2;1;0;0;0;0;0;2;1;3;0;0;0
Rincón;Tomás;31;Venezuela;SerieA;Torino;1;92;DefensiveMidfield;8000000;4;6;14;0;50;46;65;1;0;0;1;1;0;3;2;3;0;0;0;0;0;0;5;1;2;0;0;0
SanJosé;Mikel;29;Spain;LaLiga;Athletic;0;7;DefensiveMidfield;7500000;2;27;8;4;60;19;71;1;2;2;4;1;0;10;0;10;0;0;0;6;1;1;9;6;10;0;0;1
Pons;Pere;25;Spain;LaLiga;Girona;0;0;DefensiveMidfield;7500000;2;4;7;0;18;21;39;2;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Pérez;Rubén;29;Spain;LaLiga;CDLeganés;0;5;DefensiveMidfield;7500000;4;1;5;0;25;40;96;1;1;0;0;0;0;3;3;9;0;1;0;0;0;0;0;0;0;0;0;0
Amadou;Ibrahim;25;France;LaLiga;SevillaFC;0;2;DefensiveMidfield;7500000;4;4;3;0;27;21;18;0;0;0;1;0;0;1;1;3;0;0;0;0;0;0;2;1;1;0;0;0
Pizarro;Guido;28;Argentina;LigaMXClausura;TigresUANL;0;3;DefensiveMidfield;7500000;3;12;13;2;35;34;67;3;3;0;1;0;0;0;1;2;0;0;0;1;1;0;8;2;20;0;0;0
Rodríguez;Guido;24;Argentina;LigaMXClausura;América;0;1;DefensiveMidfield;7500000;;13;2;0;3;7;33;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Chalobah;Nathaniel;24;England;PremierLeague;Watford;0;1;DefensiveMidfield;7000000;4;15;3;0;36;41;19;2;0;0;0;1;0;2;6;3;0;0;0;1;0;0;1;1;1;0;0;0
Hayden;Isaac;23;England;PremierLeague;Newcastle;0;3;DefensiveMidfield;7000000;3;6;11;0;29;26;25;0;2;0;0;1;0;6;5;5;0;0;0;0;0;0;0;0;1;0;1;0
Amartey;Daniel;24;Ghana;PremierLeague;Leicester;0;25;DefensiveMidfield;7000000;4;5;5;0;17;10;20;2;2;0;0;1;0;1;1;1;0;0;0;2;0;0;5;1;2;0;0;0
Guilavogui;Josuha;28;France;Bundesliga;VfLWolfsburg;0;7;DefensiveMidfield;7000000;2;14;10;1;47;42;39;3;0;0;3;0;0;4;4;1;0;0;0;1;2;1;3;5;0;1;0;0
Otávio;;24;Brazil;Ligue1;G.Bordeaux;0;0;DefensiveMidfield;7000000;3;2;4;0;10;17;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;0;0;0
